img,idx_label,RGB.ROI_01.redDN,RGB.ROI_01.greenDN,RGB.ROI_01.blueDN,RGB.ROI_01.2G_RBi,RGB.ROI_01.pctR,RGB.ROI_01.pctG,RGB.ROI_01.pctB,RGB.ROI_01.nNDVI,RGB.ROI_01.totalRGB,RGB.ROI_01.AnyColor,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_03.redDN,RGB.ROI_03.greenDN,RGB.ROI_03.blueDN,RGB.ROI_03.2G_RBi,RGB.ROI_03.pctR,RGB.ROI_03.pctG,RGB.ROI_03.pctB,RGB.ROI_03.nNDVI,RGB.ROI_03.totalRGB,RGB.ROI_03.AnyColor,RGB.ROI_04.redDN,RGB.ROI_04.greenDN,RGB.ROI_04.blueDN,RGB.ROI_04.2G_RBi,RGB.ROI_04.pctR,RGB.ROI_04.pctG,RGB.ROI_04.pctB,RGB.ROI_04.nNDVI,RGB.ROI_04.totalRGB,RGB.ROI_04.AnyColor,RGB.ROI_05.redDN,RGB.ROI_05.greenDN,RGB.ROI_05.blueDN,RGB.ROI_05.2G_RBi,RGB.ROI_05.pctR,RGB.ROI_05.pctG,RGB.ROI_05.pctB,RGB.ROI_05.nNDVI,RGB.ROI_05.totalRGB,RGB.ROI_05.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,HSV.ROI_01.Hue,HSV.ROI_01.Saturation,HSV.ROI_01.Value,HSV.ROI_02.Hue,HSV.ROI_02.Saturation,HSV.ROI_02.Value,HSV.ROI_03.Hue,HSV.ROI_03.Saturation,HSV.ROI_03.Value,HSV.ROI_04.Hue,HSV.ROI_04.Saturation,HSV.ROI_04.Value,HSV.ROI_05.Hue,HSV.ROI_05.Saturation,HSV.ROI_05.Value,HSV.ROI_06.Hue,HSV.ROI_06.Saturation,HSV.ROI_06.Value,Lab.ROI_01.L*,Lab.ROI_01.a*,Lab.ROI_01.b*,Lab.ROI_01.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_02.L*,Lab.ROI_02.a*,Lab.ROI_02.b*,Lab.ROI_02.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_03.L*,Lab.ROI_03.a*,Lab.ROI_03.b*,Lab.ROI_03.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_04.L*,Lab.ROI_04.a*,Lab.ROI_04.b*,Lab.ROI_04.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_05.L*,Lab.ROI_05.a*,Lab.ROI_05.b*,Lab.ROI_05.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_06.L*,Lab.ROI_06.a*,Lab.ROI_06.b*,Lab.ROI_06.test(L*a*)=a*(1+(L*)/2550)
cam_3_2010_0626_120005.jpg,10.177,83.270303,84.872136,62.670586,23.803384,0.360770,0.367709,0.271521,0.009527,230.813025,-42.801268,83.757009,84.041658,62.228512,22.097794,0.364118,0.365355,0.270527,0.001696,230.027179,-43.341643,86.048580,84.844760,63.624348,20.016591,0.366917,0.361784,0.271299,-0.007044,234.517688,-43.644644,89.024355,86.427692,66.157190,17.673839,0.368464,0.357717,0.273819,-0.014800,241.609236,-43.137667,91.867958,88.171793,68.608293,15.867334,0.369470,0.354605,0.275925,-0.020530,248.648044,-42.823166,95.304005,90.172262,71.593334,13.447185,0.370732,0.350770,0.278498,-0.027668,257.069600,-42.289599,0.178455,0.273056,0.336891,0.169693,0.276702,0.336015,0.159410,0.277478,0.343279,0.150178,0.272437,0.353816,0.143097,0.268571,0.364266,0.133525,0.263545,0.376843,90.327963,124.267593,140.817270,123.308928,89.761666,124.890637,140.804884,123.899430,90.984840,125.614558,140.667017,124.677860,93.028751,126.334307,140.297194,125.493503,95.150441,126.891997,140.023952,126.153060,97.639216,127.629498,139.639776,127.010831
cam_3_2010_0627_120005.jpg,10.178,87.659349,86.957605,56.848066,29.407794,0.378715,0.375684,0.245601,-0.004019,231.465019,-60.920822,90.526084,88.139131,58.624840,27.127337,0.381500,0.371440,0.247060,-0.013360,237.290055,-61.415536,95.196595,90.756864,62.313017,24.004117,0.383445,0.365562,0.250992,-0.023875,248.266476,-61.327427,100.684919,94.197193,66.979589,20.729879,0.384497,0.359721,0.255782,-0.033291,261.861701,-60.922935,105.787735,97.565832,71.215862,18.128067,0.385286,0.355341,0.259373,-0.040432,274.569429,-60.921842,112.797091,102.256216,77.049606,14.665735,0.386155,0.350069,0.263776,-0.049015,292.102914,-60.954095,0.164154,0.367256,0.350506,0.155863,0.364339,0.359397,0.146529,0.357654,0.376602,0.137933,0.347677,0.397389,0.131233,0.340488,0.416951,0.122348,0.330606,0.443894,92.770194,124.290853,145.653180,123.451046,94.461378,125.120467,145.532187,124.358036,97.736314,126.145802,145.169304,125.539130,101.854761,127.160271,144.699041,126.754094,105.772973,127.980903,144.394395,127.768755,111.197901,129.069348,143.992255,129.129980
cam_3_2010_0628_120005.jpg,10.179,89.139693,87.375451,54.319822,31.291385,0.386162,0.378519,0.235319,-0.009995,230.834966,-67.875499,92.079426,88.631976,56.340119,28.844407,0.388436,0.373893,0.237670,-0.019077,237.051522,-68.031165,96.792526,91.335627,60.181165,25.697563,0.389806,0.367830,0.242364,-0.029006,248.309319,-67.765823,102.308800,94.772057,64.887434,22.347878,0.390539,0.361769,0.247692,-0.038242,261.968291,-67.305988,107.405375,98.156477,69.155202,19.752377,0.390967,0.357300,0.251732,-0.044993,274.717055,-67.251448,114.407789,102.831771,74.985770,16.269983,0.391505,0.351892,0.256603,-0.053287,292.225331,-67.268020,0.159082,0.401295,0.354084,0.151491,0.396853,0.363878,0.143251,0.388426,0.381593,0.135402,0.377589,0.402768,0.129402,0.369360,0.422477,0.121345,0.358439,0.449590,93.357319,124.478929,147.481711,123.666512,95.134589,125.323627,147.263378,124.593043,98.485796,126.329838,146.845332,125.759411,102.604401,127.356980,146.354295,126.987615,106.531879,128.166642,146.031993,127.992330,111.940418,129.255034,145.618588,129.353391
none,10.180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cam_3_2010_0630_120005.jpg,10.181,43.464886,45.178690,23.044028,23.848465,0.389165,0.404509,0.206326,0.019334,111.687604,-42.555519,53.992906,53.821056,29.874658,23.774548,0.392138,0.390890,0.216973,-0.001594,137.688620,-48.064645,71.320915,68.013930,41.900339,22.806606,0.393527,0.375280,0.231193,-0.023734,181.235185,-55.534166,85.256169,78.880936,52.180810,20.324894,0.394124,0.364653,0.241223,-0.038841,216.317914,-59.775486,95.315030,86.574304,59.488870,18.344708,0.394878,0.358667,0.246455,-0.048055,241.378204,-62.911595,108.130072,96.224278,68.947105,15.371379,0.395644,0.352081,0.252275,-0.058261,273.301456,-66.460139,0.179386,0.514374,0.178804,0.168299,0.490762,0.217592,0.155079,0.457690,0.283785,0.144156,0.431802,0.337429,0.136430,0.416481,0.376274,0.126260,0.396945,0.425827,45.420060,124.160728,141.716344,121.016299,55.634559,124.854610,142.908061,122.192737,71.985993,125.976518,144.249393,124.098529,84.453873,127.204251,144.763009,125.929908,93.234543,128.143997,145.140201,127.301490,104.251167,129.428449,145.481150,129.136660
cam_3_2010_0701_120005.jpg,10.182,85.354295,84.523393,52.053209,31.639282,0.384599,0.380855,0.234547,-0.004891,221.930897,-65.771270,88.107652,85.697444,53.486011,29.801225,0.387642,0.377038,0.235319,-0.013867,227.291107,-66.833073,94.171541,89.734592,58.327148,26.970495,0.388764,0.370447,0.240789,-0.024126,242.233282,-67.251837,100.956888,94.178829,63.852638,23.548132,0.389812,0.363641,0.246546,-0.034735,258.988355,-67.430441,106.925599,98.224939,68.556654,20.967625,0.390657,0.358869,0.250474,-0.042411,273.707192,-68.037231,115.186281,103.843354,75.200647,17.299780,0.391483,0.352932,0.255584,-0.051787,294.230281,-68.628341,0.163944,0.404484,0.340304,0.156584,0.404869,0.349095,0.148205,0.394347,0.371981,0.139678,0.382389,0.397979,0.133258,0.374580,0.421010,0.124434,0.363079,0.452944,89.985884,124.102934,147.105801,123.128891,91.661762,124.857374,147.156627,123.959466,96.442916,125.827531,146.890135,125.158569,101.683713,126.942104,146.512985,126.528109,106.348680,127.814921,146.328062,127.631904,112.799659,129.021333,146.009780,129.162987
cam_3_2010_0702_120005.jpg,10.183,90.520768,89.771258,57.135883,31.885865,0.381256,0.378099,0.240645,-0.004157,237.427910,-66.020260,92.894810,90.881462,58.595810,30.272304,0.383274,0.374967,0.241760,-0.010955,242.372082,-66.584652,97.704812,93.759675,62.480062,27.334474,0.384749,0.369213,0.246038,-0.020605,253.944549,-66.504363,103.835314,97.562538,67.612245,23.677517,0.385990,0.362672,0.251337,-0.031146,269.010097,-66.173362,109.245939,101.083896,72.031967,20.889886,0.386901,0.357994,0.255105,-0.038806,282.361802,-66.265902,116.858425,106.089370,78.363312,16.957003,0.387833,0.352092,0.260074,-0.048303,301.311107,-66.221172,0.163950,0.383555,0.360468,0.157860,0.380558,0.367954,0.149528,0.373053,0.385900,0.140673,0.362423,0.409314,0.133916,0.355185,0.430162,0.124605,0.344284,0.459535,95.582759,124.041113,147.009350,123.339807,97.121828,124.648777,146.966186,124.019268,100.635004,125.598177,146.610232,125.136912,105.176960,126.735310,146.117180,126.495604,109.274064,127.622021,145.813995,127.585690,115.063380,128.846557,145.344916,129.102400
cam_3_2010_0703_120005.jpg,10.184,93.702337,91.557092,54.818286,34.593560,0.390300,0.381364,0.228336,-0.011580,240.077715,-75.622856,96.298437,92.897247,56.712068,32.783989,0.391604,0.377773,0.230623,-0.017977,245.907752,-75.771548,100.880607,95.376733,60.418939,29.453919,0.393027,0.371584,0.235390,-0.028044,256.676279,-75.419463,106.507530,98.552828,65.120981,25.477145,0.394208,0.364765,0.241027,-0.038792,270.181339,-74.818395,111.661928,101.654675,69.219065,22.428357,0.395214,0.359794,0.244992,-0.046913,282.535668,-74.878472,119.039536,106.155869,75.171519,18.100683,0.396314,0.353421,0.250266,-0.057211,300.366923,-74.852367,0.158053,0.424180,0.370876,0.152941,0.419101,0.379755,0.145155,0.411308,0.397186,0.136921,0.400602,0.418881,0.130537,0.393653,0.438870,0.121647,0.383103,0.467523,97.774343,124.250514,149.464935,123.654810,99.512404,124.876388,149.292371,124.362799,102.638177,125.928023,148.856448,125.564470,106.556980,127.137797,148.291283,126.966135,110.258091,128.104391,147.967816,128.117356,115.594569,129.453216,147.481786,129.737229
cam_3_2010_0704_120005.jpg,10.185,89.042371,85.816944,50.249498,32.342018,0.395553,0.381224,0.223223,-0.018446,225.108813,-74.360319,91.912929,87.209044,52.117268,30.387891,0.397480,0.377138,0.225382,-0.026261,231.239241,-74.887437,96.629726,89.781846,55.887937,27.046028,0.398803,0.370541,0.230656,-0.036735,242.299510,-74.635698,102.477030,93.167214,60.728089,23.129309,0.399720,0.363406,0.236875,-0.047585,256.372333,-74.188067,107.808781,96.447659,64.979759,20.106778,0.400425,0.358227,0.241349,-0.055622,269.236200,-74.296923,115.486280,101.231723,71.113938,15.863227,0.401228,0.351704,0.247068,-0.065775,287.831941,-74.490126,0.153570,0.441277,0.351258,0.147571,0.438845,0.361603,0.139811,0.430857,0.379775,0.131743,0.419474,0.402501,0.125545,0.411578,0.423288,0.116966,0.400346,0.453253,91.968116,124.911580,149.149394,124.028290,93.834615,125.635889,149.063496,124.839437,97.096036,126.708292,148.648180,126.067100,101.265867,127.916627,148.117864,127.478494,105.178845,128.878395,147.802811,128.634731,110.847789,130.220399,147.368029,130.263693
cam_3_2010_0705_120005.jpg,10.186,85.898844,84.889566,52.611909,31.268379,0.384506,0.379989,0.235505,-0.005910,223.400319,-65.564591,88.617401,86.196168,54.320802,29.454133,0.386749,0.376182,0.237070,-0.013850,229.134371,-66.171965,93.185363,88.797716,57.989444,26.420624,0.388317,0.370033,0.241650,-0.024110,239.972523,-66.004189,98.960671,92.261243,62.732966,22.828849,0.389678,0.363298,0.247024,-0.035035,253.954880,-65.755981,104.243286,95.590931,66.980463,19.958113,0.390695,0.358267,0.251037,-0.043298,266.814679,-65.873290,111.881675,100.441116,73.142976,15.857582,0.391927,0.351850,0.256223,-0.053883,285.465767,-66.036838,0.162992,0.400255,0.342291,0.156263,0.397185,0.350976,0.147878,0.389825,0.368071,0.139144,0.379810,0.390128,0.132274,0.372543,0.410466,0.122542,0.362148,0.439948,90.543484,124.194148,147.007306,123.246546,92.296804,124.885829,146.952748,124.018818,95.540299,125.870786,146.576872,125.157039,99.750674,127.006985,146.113449,126.496501,103.690839,127.928210,145.810968,127.611692,109.405819,129.236260,145.377068,129.206147
cam_3_2010_0706_120011.jpg,10.187,87.234814,85.008407,49.654402,33.127598,0.393131,0.383097,0.223772,-0.012926,221.897622,-72.934417,89.939261,86.386464,51.459219,31.374447,0.394843,0.379246,0.225911,-0.020149,227.784944,-73.407286,94.565627,88.953315,55.221162,28.119840,0.396103,0.372595,0.231302,-0.030582,238.740104,-73.076618,100.406621,92.502979,60.133918,24.465418,0.396796,0.365562,0.237643,-0.040971,253.043517,-72.641765,105.737772,95.884634,64.518494,21.513000,0.397300,0.360278,0.242422,-0.048869,266.140900,-72.585417,113.368342,100.731997,70.704264,17.391389,0.398057,0.353688,0.248255,-0.059021,284.804603,-72.691812,0.158064,0.439940,0.345728,0.152353,0.436236,0.354888,0.144488,0.427524,0.372486,0.136609,0.415348,0.395022,0.130266,0.406287,0.415696,0.121482,0.394164,0.445328,90.859230,124.455778,148.928188,123.521590,92.667150,125.107337,148.841256,124.256958,95.899936,126.147382,148.411653,125.449858,100.189165,127.274712,147.896228,126.785037,104.181421,128.199465,147.541498,127.906940,109.889798,129.502391,147.088826,129.496795
