img,idx_label,RGB.ROI_01.redDN,RGB.ROI_01.greenDN,RGB.ROI_01.blueDN,RGB.ROI_01.2G_RBi,RGB.ROI_01.pctR,RGB.ROI_01.pctG,RGB.ROI_01.pctB,RGB.ROI_01.nNDVI,RGB.ROI_01.totalRGB,RGB.ROI_01.AnyColor,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_03.redDN,RGB.ROI_03.greenDN,RGB.ROI_03.blueDN,RGB.ROI_03.2G_RBi,RGB.ROI_03.pctR,RGB.ROI_03.pctG,RGB.ROI_03.pctB,RGB.ROI_03.nNDVI,RGB.ROI_03.totalRGB,RGB.ROI_03.AnyColor,RGB.ROI_04.redDN,RGB.ROI_04.greenDN,RGB.ROI_04.blueDN,RGB.ROI_04.2G_RBi,RGB.ROI_04.pctR,RGB.ROI_04.pctG,RGB.ROI_04.pctB,RGB.ROI_04.nNDVI,RGB.ROI_04.totalRGB,RGB.ROI_04.AnyColor,RGB.ROI_05.redDN,RGB.ROI_05.greenDN,RGB.ROI_05.blueDN,RGB.ROI_05.2G_RBi,RGB.ROI_05.pctR,RGB.ROI_05.pctG,RGB.ROI_05.pctB,RGB.ROI_05.nNDVI,RGB.ROI_05.totalRGB,RGB.ROI_05.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,HSV.ROI_01.Hue,HSV.ROI_01.Saturation,HSV.ROI_01.Value,HSV.ROI_02.Hue,HSV.ROI_02.Saturation,HSV.ROI_02.Value,HSV.ROI_03.Hue,HSV.ROI_03.Saturation,HSV.ROI_03.Value,HSV.ROI_04.Hue,HSV.ROI_04.Saturation,HSV.ROI_04.Value,HSV.ROI_05.Hue,HSV.ROI_05.Saturation,HSV.ROI_05.Value,HSV.ROI_06.Hue,HSV.ROI_06.Saturation,HSV.ROI_06.Value,Lab.ROI_01.L*,Lab.ROI_01.a*,Lab.ROI_01.b*,Lab.ROI_01.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_02.L*,Lab.ROI_02.a*,Lab.ROI_02.b*,Lab.ROI_02.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_03.L*,Lab.ROI_03.a*,Lab.ROI_03.b*,Lab.ROI_03.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_04.L*,Lab.ROI_04.a*,Lab.ROI_04.b*,Lab.ROI_04.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_05.L*,Lab.ROI_05.a*,Lab.ROI_05.b*,Lab.ROI_05.test(L*a*)=a*(1+(L*)/2550),Lab.ROI_06.L*,Lab.ROI_06.a*,Lab.ROI_06.b*,Lab.ROI_06.test(L*a*)=a*(1+(L*)/2550)
cam_3_2013_0912_120023.jpg,13.255,94.651196,94.796066,77.864915,17.076021,0.354085,0.354627,0.291288,0.000765,267.312178,-33.717432,94.890334,94.270424,76.443682,17.206830,0.357262,0.354928,0.287810,-0.003277,265.604440,-36.273393,96.577650,94.681972,76.320822,16.465471,0.360929,0.353845,0.285226,-0.009912,267.580444,-38.617977,99.319363,95.906570,77.418082,15.075695,0.364282,0.351765,0.283953,-0.017481,272.644014,-40.389769,102.018463,97.227757,78.717328,13.719723,0.367021,0.349786,0.283193,-0.024044,277.963548,-41.811563,105.314170,98.646344,80.227657,11.750861,0.370579,0.347116,0.282305,-0.032692,284.188171,-43.505201,0.166876,0.193639,0.377301,0.161224,0.208893,0.377247,0.153829,0.222509,0.382997,0.145997,0.231294,0.392958,0.139324,0.238103,0.403003,0.130346,0.247272,0.415278,101.514212,125.562474,137.778020,125.144633,101.080588,125.791936,138.404202,125.351940,101.755594,126.267609,138.896195,125.859373,103.368311,126.890029,139.178327,126.560031,105.053562,127.461959,139.380882,127.214711,106.965919,128.259850,139.598490,128.107242
cam_3_2013_0913_120023.jpg,13.256,100.697861,100.475361,77.572477,22.680383,0.361254,0.360455,0.278291,-0.001106,278.745700,-46.028268,99.159621,98.203607,73.142131,24.105462,0.366572,0.363038,0.270391,-0.004844,270.505358,-51.078967,100.022546,97.678137,71.518861,23.814867,0.371528,0.362820,0.265653,-0.011858,269.219545,-54.662961,102.381864,98.382905,71.845931,22.538014,0.375561,0.360892,0.263548,-0.019919,272.610700,-57.072907,104.566901,99.093270,72.342308,21.277330,0.378862,0.359030,0.262107,-0.026876,276.002480,-58.975555,106.770363,99.279514,72.378891,19.409775,0.383475,0.356571,0.259955,-0.036355,278.428768,-61.292096,0.165723,0.242970,0.400484,0.161487,0.274952,0.393440,0.155212,0.296946,0.395973,0.148605,0.309241,0.404505,0.143055,0.319107,0.412591,0.135670,0.333849,0.420701,107.274113,125.004439,141.071026,124.870812,104.963713,125.032574,142.475978,124.785633,104.659454,125.492876,143.335962,125.230052,105.747502,126.159300,143.791537,125.948911,106.808266,126.770414,144.127048,126.611740,107.459870,127.639536,144.528439,127.512391
cam_3_2013_0914_120023.jpg,13.257,109.743740,109.121586,91.802090,16.697341,0.353252,0.351249,0.295500,-0.002843,310.667417,-35.261146,106.163086,105.097201,87.205518,16.825798,0.355696,0.352125,0.292179,-0.005045,298.465805,-36.849251,106.595084,104.216872,85.788902,16.049758,0.359389,0.351371,0.289240,-0.011281,296.600858,-39.234153,109.052671,105.030466,86.446782,14.561479,0.362868,0.349484,0.287648,-0.018788,300.529919,-41.189573,111.740199,106.224903,87.605583,13.104023,0.365677,0.347628,0.286695,-0.025304,305.570685,-42.753935,114.933558,107.422534,88.946219,10.965291,0.369202,0.345075,0.285723,-0.033779,311.302311,-44.463654,0.164733,0.174380,0.435725,0.160511,0.189761,0.421043,0.153078,0.205437,0.422013,0.144964,0.215752,0.430936,0.138058,0.223349,0.440967,0.128676,0.232789,0.452838,116.466277,125.802598,137.841365,126.121608,112.402055,125.942255,138.295988,126.060891,111.735237,126.429309,138.815734,126.515342,112.922760,127.094613,139.139518,127.240286,114.475540,127.704599,139.370685,127.928735,116.153643,128.545644,139.583573,128.855849
cam_3_2013_0915_120023.jpg,13.258,93.516039,89.571171,63.366052,22.260251,0.379447,0.363441,0.257112,-0.021546,246.453262,-56.355106,95.853098,90.557727,63.921142,21.341214,0.382904,0.361751,0.255346,-0.028407,250.331967,-58.568540,100.171114,92.728597,66.153966,19.132113,0.386681,0.357951,0.255368,-0.038582,259.053677,-60.591778,105.724445,95.910945,69.516713,16.580733,0.389908,0.353716,0.256375,-0.048670,271.152103,-62.601964,110.868694,98.961555,72.760837,14.293580,0.392329,0.350193,0.257477,-0.056747,282.591085,-64.308576,117.736951,102.932437,77.184394,10.943529,0.395284,0.345580,0.259135,-0.067089,297.853782,-66.300601,0.146351,0.329415,0.368679,0.140731,0.339424,0.377078,0.133393,0.346729,0.393666,0.126361,0.350319,0.415255,0.120538,0.352192,0.435301,0.112529,0.354000,0.462088,96.493493,126.152212,143.832257,125.484026,97.836490,126.713610,144.256489,126.109186,100.590048,127.663828,144.504383,127.192726,104.443879,128.699249,144.693044,128.418830,108.088579,129.600486,144.835685,129.503341,112.864960,130.861143,144.936631,131.008167
cam_3_2013_0916_120023.jpg,13.259,97.687000,94.462116,69.639149,21.598084,0.373153,0.360834,0.266013,-0.016783,261.788265,-52.870818,99.482316,95.012150,69.567155,20.974829,0.376739,0.359811,0.263450,-0.022984,264.061622,-55.360156,102.784193,96.476603,70.803026,19.365988,0.380592,0.357236,0.262171,-0.031655,270.063821,-57.654744,107.128526,98.821682,73.244085,17.270753,0.383706,0.353953,0.262341,-0.040334,279.194293,-59.462038,111.278808,101.211883,75.723064,15.421893,0.386098,0.351170,0.262732,-0.047376,288.213755,-61.044563,116.839544,104.285135,79.037581,12.693146,0.389255,0.347429,0.263316,-0.056775,300.162260,-63.049516,0.148613,0.295482,0.385540,0.143178,0.307915,0.391710,0.136598,0.318651,0.404221,0.130040,0.324139,0.421000,0.124685,0.327708,0.437108,0.117309,0.332702,0.458722,101.550306,126.007838,142.768597,125.590298,102.395723,126.476655,143.310424,126.099493,104.312238,127.250034,143.698579,126.966204,107.190601,128.116884,143.898925,127.975734,110.057179,128.867622,144.067460,128.870512,113.793098,129.940830,144.249016,130.134115
cam_3_2013_0917_120024.jpg,13.260,123.312746,123.738975,107.117256,17.047947,0.348175,0.349378,0.302447,0.001725,354.168977,-32.817210,109.358535,110.295716,94.734699,16.498198,0.347845,0.350826,0.301330,0.004267,314.388949,-30.184853,101.292841,101.910004,86.775842,15.751324,0.349311,0.351440,0.299249,0.003037,289.978687,-29.651160,98.588565,98.451865,83.533535,14.781630,0.351382,0.350895,0.297724,-0.000694,280.573965,-29.973359,97.709531,96.797392,82.072192,13.813061,0.353279,0.349981,0.296740,-0.004689,276.579116,-30.362540,96.763961,94.693583,80.277522,12.345683,0.356097,0.348478,0.295426,-0.010814,271.735066,-30.902500,0.176538,0.143503,0.491414,0.180162,0.151633,0.437175,0.176183,0.165012,0.405088,0.169568,0.174477,0.393621,0.162570,0.181388,0.389402,0.152710,0.191290,0.384682,130.923192,125.474043,137.065414,126.503579,117.078822,125.363083,136.603019,125.711092,108.440110,125.533582,136.547875,125.456790,105.026453,125.882484,136.596853,125.636962,103.496664,126.240893,136.636036,125.918937,101.581093,126.777688,136.677489,126.359127
cam_3_2013_0918_120024.jpg,13.261,96.487166,92.989888,64.504161,24.988449,0.379899,0.366129,0.253972,-0.018458,253.981215,-60.468733,98.975657,94.131105,65.249401,24.037152,0.383098,0.364346,0.252556,-0.025087,258.356164,-62.607960,103.034695,96.320576,67.296833,22.309626,0.386401,0.361222,0.252377,-0.033679,266.652103,-64.761606,108.521697,99.611087,70.707139,19.993338,0.389190,0.357234,0.253576,-0.042812,278.839922,-66.718506,113.589736,102.754344,73.972492,17.946460,0.391262,0.353939,0.254799,-0.050084,290.316571,-68.399095,120.585536,106.970922,78.506984,14.849324,0.393989,0.349506,0.256506,-0.059830,306.063442,-70.542489,0.149628,0.339600,0.380704,0.144155,0.348202,0.389596,0.138025,0.355341,0.405190,0.131571,0.357721,0.426470,0.126245,0.358709,0.446176,0.118760,0.359976,0.473416,99.909258,125.687665,144.978905,125.190299,101.406452,126.249522,145.371913,125.824059,104.082964,127.052927,145.682504,126.758112,107.968708,128.001978,145.864238,127.900013,111.636614,128.819716,146.009108,128.902394,116.597073,130.008336,146.151055,130.344679
cam_3_2013_0919_120025.jpg,13.262,88.103950,85.014394,56.471418,25.453419,0.383745,0.370288,0.245967,-0.017847,229.589762,-60.175509,91.820905,87.692031,58.365889,25.197269,0.385999,0.368642,0.245360,-0.023000,237.878825,-62.781159,96.541218,90.687846,61.155301,23.679174,0.388677,0.365111,0.246212,-0.031263,248.384365,-64.918463,102.336387,94.406131,65.094652,21.381223,0.390840,0.360553,0.248607,-0.040308,261.837171,-66.553215,107.518434,97.760928,68.620749,19.382674,0.392546,0.356922,0.250532,-0.047533,273.900111,-68.037864,114.587155,102.180639,73.446293,16.327830,0.394837,0.352087,0.253076,-0.057234,290.214087,-69.875207,0.152574,0.370706,0.348339,0.148058,0.374551,0.362035,0.142034,0.377922,0.380107,0.135417,0.376589,0.402514,0.129975,0.375273,0.422610,0.122315,0.373749,0.450074,91.184629,125.504221,145.181109,124.578179,94.290841,125.896013,145.705500,125.120437,97.828624,126.635496,146.007753,126.031054,102.185488,127.552208,146.100905,127.161322,106.090737,128.342637,146.195183,128.145882,111.285110,129.497721,146.259496,129.562983
cam_3_2013_0920_120025.jpg,13.263,89.890014,86.642669,60.305392,23.089932,0.379542,0.365831,0.254627,-0.018395,236.838075,-55.921898,92.193295,87.971593,61.125136,22.624755,0.382085,0.364589,0.253326,-0.023432,241.290025,-57.914616,96.084984,90.179049,63.268738,21.004375,0.385060,0.361392,0.253549,-0.031707,249.532771,-59.726557,101.222969,93.337806,66.621910,18.830733,0.387556,0.357366,0.255078,-0.040528,261.182684,-61.316956,105.995379,96.343932,69.760994,16.931490,0.389545,0.354075,0.256380,-0.047699,272.100305,-62.817323,112.608486,100.416934,74.122281,14.103100,0.392162,0.349705,0.258133,-0.057231,287.147701,-64.780859,0.150012,0.335577,0.354642,0.145669,0.343617,0.363041,0.139436,0.349497,0.377941,0.132928,0.350823,0.397854,0.127513,0.351612,0.416399,0.120013,0.352726,0.442143,93.177674,125.832305,143.868133,125.002191,94.794784,126.217342,144.278582,125.464729,97.477623,126.952790,144.523824,126.329359,101.216800,127.825408,144.638586,127.385127,104.743656,128.586540,144.761429,128.321483,109.546292,129.685768,144.891178,129.662693
cam_3_2013_0921_120025.jpg,13.264,90.775407,91.197922,68.580751,23.039686,0.362299,0.363985,0.273716,0.002322,250.554080,-44.811827,92.787515,92.373884,69.033602,22.926652,0.365025,0.363398,0.271577,-0.002234,254.195001,-47.094195,96.238035,94.408145,70.732475,21.845780,0.368194,0.361193,0.270613,-0.009598,261.378656,-49.181230,100.884250,97.359977,73.763526,20.072178,0.370887,0.357931,0.271182,-0.017777,272.007753,-50.717175,105.239040,100.247601,76.729318,18.526845,0.372903,0.355216,0.271882,-0.024291,282.215959,-52.028006,111.243450,104.041659,80.889976,15.949893,0.375600,0.351284,0.273115,-0.033452,296.175085,-53.505158,0.169885,0.262245,0.362888,0.164520,0.271951,0.369652,0.157459,0.280009,0.382254,0.149944,0.282720,0.399586,0.143794,0.284352,0.416089,0.134684,0.285840,0.438864,97.294313,124.774294,141.061616,124.152591,98.693223,125.032380,141.576554,124.477983,101.092351,125.577118,141.938715,125.138453,104.514433,126.290294,142.085768,126.018618,107.816678,126.901696,142.204582,126.793042,112.225085,127.852355,142.259567,127.963916
cam_3_2013_0922_120025.jpg,13.265,92.668953,88.795268,55.657353,29.264231,0.390808,0.374471,0.234721,-0.021347,237.121574,-70.149515,95.237705,90.036656,56.721158,28.114450,0.393552,0.372059,0.234389,-0.028072,241.995519,-71.832045,99.255260,92.170243,58.934353,26.150874,0.396450,0.368151,0.235399,-0.037012,250.359855,-73.556797,104.557400,95.261433,62.354486,23.610981,0.398810,0.363353,0.237837,-0.046522,262.173319,-75.109862,109.475397,98.248799,65.645158,21.377042,0.400467,0.359399,0.240134,-0.054046,273.369354,-76.433880,116.365007,102.271326,70.262617,17.915028,0.402788,0.354004,0.243208,-0.064462,288.898949,-78.111099,0.150317,0.407688,0.365654,0.145370,0.412896,0.374938,0.139571,0.416951,0.390345,0.133409,0.416415,0.410900,0.128311,0.414605,0.430028,0.120980,0.412333,0.456862,95.370479,125.393788,147.804183,124.674395,96.992017,125.993263,148.064137,125.350550,99.645955,126.840401,148.248022,126.325377,103.367301,127.827201,148.314352,127.494715,106.914309,128.674011,148.357360,128.518306,111.746631,129.938671,148.356184,130.027673
cam_3_2013_0923_120025.jpg,13.266,92.303917,87.685984,56.649563,26.418487,0.390061,0.370547,0.239392,-0.025657,236.639463,-66.690773,94.749093,88.997744,57.519819,25.726577,0.392715,0.368877,0.238408,-0.031300,241.266656,-68.707199,98.676928,91.159982,59.606180,24.036856,0.395589,0.365454,0.238957,-0.039597,249.443090,-70.624549,103.848925,94.250200,62.847349,21.804125,0.397970,0.361186,0.240844,-0.048454,260.946473,-72.404426,108.730694,97.264228,66.008946,19.788816,0.399740,0.357584,0.242676,-0.055664,272.003868,-73.977030,115.528902,101.301465,70.437555,16.636472,0.402164,0.352638,0.245198,-0.065616,287.267922,-75.955256,0.146075,0.390673,0.363021,0.142042,0.398390,0.372222,0.136676,0.403689,0.387473,0.130992,0.404427,0.407639,0.126176,0.403952,0.426711,0.119247,0.403185,0.453290,94.436546,125.968442,146.743111,125.199617,96.077261,126.446229,147.129763,125.755845,98.726020,127.222916,147.384938,126.660442,102.409612,128.134129,147.532782,127.752722,105.966526,128.936544,147.652974,128.732598,110.786599,130.133848,147.748377,130.173990
cam_3_2013_0924_120019.jpg,13.267,92.788083,86.692709,57.074062,23.523272,0.392248,0.366480,0.241272,-0.033961,236.554854,-65.332668,95.243063,87.928520,57.863754,22.750224,0.395141,0.364795,0.240063,-0.039933,241.035338,-67.444076,99.090121,90.027748,59.903654,21.061720,0.397918,0.361526,0.240556,-0.047919,249.021522,-69.310561,104.201085,93.101565,63.117310,18.884734,0.400127,0.357505,0.242367,-0.056256,260.419960,-71.068029,109.010777,96.117454,66.266480,16.957651,0.401669,0.354161,0.244170,-0.062855,271.394712,-72.595271,115.710711,100.151526,70.661488,13.930854,0.403843,0.349540,0.246617,-0.072079,286.523725,-74.539261,0.139383,0.388874,0.364277,0.135262,0.397726,0.373753,0.130138,0.403191,0.388777,0.124768,0.404123,0.408781,0.120305,0.403556,0.427614,0.113835,0.402709,0.453855,93.821129,126.804872,146.197196,126.000339,95.410050,127.325078,146.608722,126.596581,97.997403,128.093306,146.858670,127.490384,101.664568,128.980822,147.010971,128.559210,105.212084,129.746341,147.132663,129.502727,110.012719,130.894757,147.237392,130.895410
cam_3_2013_0925_120019.jpg,13.268,91.788736,87.120534,59.085287,23.367044,0.385676,0.366061,0.248263,-0.026093,237.994557,-60.738697,93.925980,88.286396,59.808102,22.838710,0.388091,0.364789,0.247120,-0.030951,242.020478,-62.596173,97.490880,90.241922,61.673243,21.319722,0.390892,0.361827,0.247280,-0.038613,249.406045,-64.386317,102.333506,93.192252,64.770091,19.280908,0.393143,0.358024,0.248833,-0.046752,260.295849,-65.985576,106.939497,96.164407,67.852002,17.537315,0.394675,0.354908,0.250417,-0.053052,270.955906,-67.399901,113.368501,100.114748,72.133562,14.727434,0.396925,0.350521,0.252554,-0.062083,285.616812,-69.216124,0.143916,0.361121,0.360757,0.140186,0.368991,0.368866,0.134869,0.375168,0.382703,0.129219,0.376670,0.401605,0.124646,0.376374,0.419611,0.117917,0.376403,0.444759,93.975071,126.282326,145.057358,125.488732,95.420465,126.686147,145.428236,125.961823,97.815097,127.397207,145.678194,126.788453,101.313143,128.231261,145.809405,127.794427,104.768672,128.932131,145.921288,128.667627,109.427434,130.005540,146.016224,129.976349
cam_3_2013_0926_120019.jpg,13.269,91.971261,86.818383,57.205155,24.460350,0.389717,0.367883,0.242400,-0.028821,235.994799,-64.379333,94.330340,88.055640,58.087071,23.693870,0.392270,0.366177,0.241553,-0.034403,240.473051,-66.211838,98.008967,90.045343,60.112442,21.969277,0.394932,0.362842,0.242226,-0.042347,248.166751,-67.829426,102.953102,93.016468,63.232244,19.847591,0.397193,0.358857,0.243950,-0.050705,259.201814,-69.505083,107.726727,96.006021,66.412355,17.872961,0.398774,0.355387,0.245840,-0.057530,270.145102,-70.908039,114.393224,99.964758,70.825271,14.711022,0.401122,0.350528,0.248350,-0.067310,285.183253,-72.707441,0.143215,0.382610,0.361517,0.139069,0.389999,0.370476,0.133746,0.394744,0.384758,0.128254,0.395874,0.404061,0.123513,0.395015,0.422718,0.116525,0.394206,0.448790,93.706752,126.349711,146.038162,125.542398,95.272474,126.837785,146.380265,126.105233,97.731596,127.593302,146.571498,126.979433,101.273989,128.458823,146.712833,128.019242,104.793154,129.230825,146.800627,128.966948,109.530784,130.413317,146.863122,130.389320
cam_3_2013_0927_120019.jpg,13.270,95.191850,93.112865,69.241370,21.792510,0.369611,0.361539,0.268850,-0.011041,257.546085,-49.821975,97.591522,94.705445,70.077171,21.742198,0.371956,0.360956,0.267089,-0.015008,262.374138,-52.142626,100.956044,96.663659,71.642830,20.728443,0.374935,0.358994,0.266071,-0.021720,269.262533,-54.334043,105.509897,99.522812,74.550466,18.985261,0.377383,0.355969,0.266649,-0.029201,279.583176,-55.931777,109.930334,102.424632,77.508801,17.410129,0.379248,0.353354,0.267397,-0.035345,289.863766,-57.337364,116.014187,106.185147,81.613370,14.742738,0.381861,0.349509,0.268631,-0.044235,303.812703,-58.972595,0.154657,0.283018,0.376588,0.150540,0.291663,0.385470,0.144848,0.300223,0.398162,0.138621,0.303221,0.415572,0.133384,0.304907,0.432611,0.125512,0.306952,0.456109,99.832958,125.626134,142.070312,125.125253,101.685107,125.880331,142.606001,125.469868,104.001988,126.433671,143.009818,126.136279,107.318002,127.153649,143.177934,127.019913,110.637480,127.788528,143.315207,127.820475,115.026714,128.785614,143.401278,129.039484
cam_3_2013_0928_120019.jpg,13.271,93.618562,85.617885,55.895106,21.722101,0.398154,0.364128,0.237718,-0.044638,235.131553,-67.446235,95.972990,86.948853,56.719404,21.205312,0.400486,0.362829,0.236685,-0.049333,239.641248,-69.483036,99.641092,89.002145,58.681972,19.681226,0.402875,0.359859,0.237266,-0.056397,247.325209,-71.279294,104.506172,91.964272,61.791192,17.631181,0.404652,0.356090,0.239258,-0.063836,258.261636,-72.888060,109.219847,94.955560,64.924099,15.767175,0.405872,0.352864,0.241264,-0.069863,269.099506,-74.327208,115.769354,98.869990,69.224864,12.745762,0.407834,0.348300,0.243866,-0.078734,283.864208,-76.189616,0.132316,0.406134,0.367229,0.129361,0.413974,0.376425,0.125049,0.418761,0.390793,0.120311,0.418792,0.409861,0.116312,0.417375,0.428340,0.110279,0.415911,0.454016,93.162893,127.718799,146.589932,126.875499,94.803499,128.133198,147.002371,127.369599,97.315089,128.836414,147.251784,128.195520,100.837494,129.662572,147.381910,129.196677,104.348262,130.392585,147.487774,130.103587,109.031656,131.524760,147.575996,131.474814
cam_3_2013_0929_120019.jpg,13.272,95.689987,89.430958,57.642838,25.529090,0.394169,0.368387,0.237444,-0.033810,242.763783,-69.835269,97.983641,90.653289,58.336841,24.986096,0.396737,0.367056,0.236207,-0.038860,246.973770,-71.963247,101.789579,92.649047,60.204123,23.304392,0.399735,0.363839,0.236426,-0.047010,254.642749,-74.030380,106.851616,95.588782,63.218327,21.107622,0.402214,0.359818,0.237968,-0.055635,265.658726,-76.003744,111.762796,98.571817,66.341043,19.039795,0.403949,0.356272,0.239779,-0.062714,276.675656,-77.652527,118.575253,102.535033,70.607235,15.887577,0.406473,0.351487,0.242040,-0.072544,291.717520,-79.895815,0.140418,0.402148,0.375816,0.137113,0.410450,0.384621,0.132165,0.416696,0.399450,0.126945,0.418585,0.419254,0.122414,0.418110,0.438470,0.115972,0.418175,0.465139,96.695962,126.641798,147.377616,125.981073,98.220589,127.083672,147.802429,126.496625,100.700337,127.872495,148.097165,127.406154,104.227777,128.789217,148.297451,128.497688,107.759932,129.611048,148.433019,129.497190,112.509080,130.829333,148.592537,130.958063
cam_3_2013_0930_120019.jpg,13.273,95.000774,89.810376,59.549484,25.070494,0.388773,0.367532,0.243695,-0.028085,244.360633,-65.712183,97.299193,90.938723,60.173519,24.404734,0.391686,0.366081,0.242233,-0.033790,248.411435,-67.890879,100.906190,92.796849,61.867052,22.820455,0.394828,0.363097,0.242075,-0.041865,255.570091,-69.968934,105.801201,95.668756,64.733804,20.802507,0.397444,0.359382,0.243174,-0.050293,266.203761,-72.002350,110.581310,98.619041,67.741116,18.915657,0.399295,0.356101,0.244604,-0.057181,276.941466,-73.718119,117.267928,102.487286,71.965073,15.741570,0.401988,0.351320,0.246692,-0.067260,291.720287,-75.825069,0.143619,0.378756,0.373746,0.139555,0.387765,0.382357,0.134397,0.394928,0.396305,0.129119,0.397831,0.415388,0.124614,0.398315,0.434045,0.117729,0.398817,0.460161,96.891816,126.282181,146.331108,125.633032,98.335172,126.776550,146.763717,126.196618,100.647753,127.534678,147.076421,127.066939,104.073448,128.402642,147.310442,128.104216,107.539790,129.175709,147.480071,129.051082,112.184078,130.391536,147.612037,130.503217
cam_3_2013_1001_120017.jpg,13.274,94.909948,92.732903,67.233979,23.321879,0.372376,0.363834,0.263790,-0.011602,254.876829,-53.174892,97.038168,93.940120,67.731681,23.110391,0.375085,0.363110,0.261805,-0.016222,258.709969,-55.514926,100.428369,95.823447,69.181774,22.036751,0.378356,0.361007,0.260637,-0.023464,265.433591,-57.888268,105.085916,98.695866,71.949987,20.355828,0.381116,0.357942,0.260942,-0.031357,275.731769,-59.881807,109.715183,101.677183,74.876859,18.762324,0.383259,0.355180,0.261561,-0.038024,286.269224,-61.638648,116.129986,105.613846,78.933227,16.164481,0.386228,0.351253,0.262518,-0.047425,300.677059,-63.877379,0.154768,0.300835,0.375431,0.150539,0.310398,0.382981,0.144839,0.319764,0.395734,0.138856,0.324059,0.413618,0.133685,0.326381,0.431510,0.126141,0.329591,0.456352,99.432155,125.451145,143.044149,124.931244,100.877235,125.773097,143.569798,125.323137,103.125045,126.376753,144.003830,126.036033,106.461046,127.124843,144.262843,126.948416,109.883954,127.807511,144.472405,127.801695,114.466552,128.851537,144.688897,129.077232
none,13.275, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cam_3_2013_1003_120031.jpg,13.276,90.419564,87.236749,58.181931,25.872003,0.383397,0.369901,0.246703,-0.017916,235.838244,-61.292450,92.233870,88.095737,58.512120,25.445485,0.386172,0.368846,0.244983,-0.022948,238.841728,-63.305368,95.272448,89.650362,59.967209,24.061067,0.389042,0.366084,0.244874,-0.030402,244.890018,-64.988392,99.652412,92.202642,62.643912,22.108961,0.391563,0.362291,0.246146,-0.038830,254.498966,-66.567231,103.992561,94.914844,65.491427,20.345700,0.393317,0.358984,0.247699,-0.045638,264.398832,-67.924552,110.038255,98.488844,69.465227,17.474207,0.395832,0.354286,0.249882,-0.055386,277.992326,-69.596646,0.151722,0.364324,0.357057,0.147782,0.373562,0.363552,0.142572,0.380239,0.375113,0.136803,0.382476,0.392001,0.131964,0.382432,0.408823,0.124738,0.382465,0.432268,93.685560,125.484554,145.414145,124.681726,94.796097,125.873122,145.837385,125.122627,96.737277,126.529651,146.083666,125.871561,99.804667,127.341761,146.224224,126.832627,102.995798,128.051339,146.324259,127.699615,107.272622,129.145418,146.384161,129.007289
cam_3_2013_1004_120052.jpg,13.277,93.722138,88.408811,58.027602,25.067881,0.390251,0.368127,0.241622,-0.029173,240.158550,-66.075743,95.917937,89.394786,58.574715,24.296919,0.393288,0.366541,0.240171,-0.035201,243.887437,-68.163292,99.426817,91.097459,60.301828,22.466273,0.396397,0.363190,0.240413,-0.043718,250.826104,-69.920620,104.180144,93.813094,63.153857,20.292187,0.398933,0.359235,0.241833,-0.052361,261.147096,-71.685524,108.863660,96.669662,66.149435,18.326228,0.400701,0.355818,0.243480,-0.059329,271.682756,-73.234451,115.392013,100.461487,70.333313,15.197649,0.403205,0.351035,0.245760,-0.069170,286.186813,-75.186875,0.143298,0.386064,0.368669,0.139028,0.395411,0.376862,0.133493,0.401813,0.390431,0.128000,0.403908,0.408960,0.123377,0.403943,0.427251,0.116609,0.404015,0.452766,95.419056,126.339381,146.463991,125.616970,96.732207,126.860688,146.870812,126.200625,98.911915,127.670461,147.091431,127.115315,102.194877,128.564887,147.252979,128.171372,105.578849,129.348654,147.378767,129.124391,110.138764,130.536240,147.481048,130.543344
